txn_id	timestamp	user_id	amount	merchant_category	channel	is_fraud
5048	2/1/2023 12:26	402	46.24	Restaurants	Credit Card	0
5049	2/1/2023 12:28	36	14.26	Restaurants	UPI	0
5050	2/1/2023 12:31	491	61.88	Travel	UPI	0
5051	2/1/2023 12:33	417	18.6	Electronics	UPI	0
5052	2/1/2023 12:39	217	125.32	Medical	UPI	0
5053	2/1/2023 12:39	30	34.99	Grocery	Credit Card	0
5054	2/1/2023 12:39	356	17.48	Utility Bills	Credit Card	0
5055	2/1/2023 12:41	230	23	Grocery	NetBanking	0
5056	2/1/2023 12:47	248	25.41	Grocery	Credit Card	0
5057	2/1/2023 12:48	231	10	Utility Bills	Credit Card	0
5058	2/1/2023 12:48	99	28.26	Fuel	UPI	0
5059	2/1/2023 12:52	70	38.26	Fashion	UPI	0
5060	2/1/2023 12:54	133	15.11	Fashion	Credit Card	0
5061	2/1/2023 12:57	449	49.35	Electronics	NetBanking	0
5062	2/1/2023 13:00	217	21.41	Medical	UPI	0
5063	2/1/2023 13:01	49	14.61	Utility Bills	Credit Card	0
5064	2/1/2023 13:08	104	12.99	Travel	UPI	0
5065	2/1/2023 13:09	481	89.63	Grocery	NetBanking	0
5066	2/1/2023 13:20	313	29.05	Utility Bills	Debit Card	0
5067	2/1/2023 13:22	165	14.75	Grocery	NetBanking	0
5068	2/1/2023 13:23	72	11.52	Grocery	UPI	0
5069	2/1/2023 13:25	153	54.01	Fashion	Credit Card	0
5070	2/1/2023 13:31	372	18.99	Medical	Debit Card	0
5071	2/1/2023 13:35	417	13.93	Grocery	NetBanking	0
5072	2/1/2023 13:39	94	29.7	Fuel	Credit Card	0
5073	2/1/2023 13:40	231	31.27	Medical	Credit Card	0
5074	2/1/2023 13:43	147	24.76	Grocery	UPI	0
5075	2/1/2023 13:43	187	151.2	Fuel	UPI	0
5076	2/1/2023 13:43	150	11.19	Grocery	Debit Card	0
5077	2/1/2023 13:45	231	13.47	Medical	Credit Card	0
5078	2/1/2023 13:46	255	62.52	Restaurants	Debit Card	0
5079	2/1/2023 13:49	454	87.76	Restaurants	Debit Card	0
5080	2/1/2023 13:58	59	10.09	Fuel	UPI	0
5081	2/1/2023 14:01	477	38.76	Fashion	Credit Card	0
5082	2/1/2023 14:02	250	63.19	Utility Bills	UPI	0
5083	2/1/2023 14:05	124	50.61	Electronics	Debit Card	0
5084	2/1/2023 14:08	247	270.06	Grocery	UPI	0
5085	2/1/2023 14:11	376	92.86	Electronics	NetBanking	0
5086	2/1/2023 14:11	417	39.87	Grocery	UPI	0
5087	2/1/2023 14:12	220	20.41	Electronics	UPI	0
5088	2/1/2023 14:12	72	44.06	Fuel	Credit Card	0
5089	2/1/2023 14:13	473	45.18	Grocery	UPI	0
5090	2/1/2023 14:13	76	18.86	Grocery	NetBanking	0
5091	2/1/2023 14:15	145	25.48	Utility Bills	Debit Card	0
5092	2/1/2023 14:17	290	248.44	Grocery	UPI	0
5093	2/1/2023 14:18	42	75.26	Electronics	UPI	0
5094	2/1/2023 14:18	167	28.43	Utility Bills	UPI	0
5095	2/1/2023 14:22	250	21.09	Utility Bills	Credit Card	0
5096	2/1/2023 14:23	28	37.68	Medical	UPI	0
5097	2/1/2023 14:23	223	28.81	Electronics	Debit Card	0
5098	2/1/2023 14:24	403	35.33	Medical	UPI	0
5099	2/1/2023 14:26	231	118.38	Fuel	NetBanking	0
5100	2/1/2023 14:26	437	257.1	Travel	Debit Card	0
5101	2/1/2023 14:31	49	94.59	Grocery	Credit Card	0
5102	2/1/2023 14:33	477	35.68	Fashion	Debit Card	0
5103	2/1/2023 14:32	120	28.36	Grocery	Debit Card	0
5104	2/1/2023 14:35	22	14.24	Restaurants	NetBanking	0
5105	2/1/2023 14:35	313	158.03	Fashion	UPI	0
5106	2/1/2023 14:39	429	51.62	Electronics	UPI	0
5107	2/1/2023 14:39	78	63.28	Medical	NetBanking	0
5108	2/1/2023 14:41	446	31.99	Utility Bills	Debit Card	0
5109	2/1/2023 14:43	463	28.66	Electronics	UPI	0
5110	2/1/2023 14:44	230	10	Utility Bills	Debit Card	0
5111	2/1/2023 14:44	276	56.11	Fuel	Credit Card	0
5112	2/1/2023 14:48	458	22.09	Grocery	Debit Card	0
5113	2/1/2023 14:55	445	36	Medical	Debit Card	0
5114	2/1/2023 14:59	7	30.57	Fuel	UPI	0
5115	2/1/2023 15:01	147	129.19	Fashion	Credit Card	0
5116	2/1/2023 15:01	94	147.59	Electronics	Credit Card	0
5117	2/1/2023 15:01	76	78.3	Restaurants	Credit Card	0
5118	2/1/2023 15:09	231	38.07	Grocery	Debit Card	0
5119	2/1/2023 15:11	153	18.83	Grocery	NetBanking	0
5120	2/1/2023 15:12	494	57.76	Fashion	Credit Card	0
5121	2/1/2023 15:13	63	26.61	Fuel	UPI	0
5122	2/1/2023 15:13	81	18.19	Utility Bills	Credit Card	0
5123	2/1/2023 15:19	441	55.13	Travel	Credit Card	0
5124	2/1/2023 15:21	314	27.25	Electronics	Debit Card	0
5125	2/1/2023 15:26	192	85.67	Electronics	Credit Card	0
5126	2/1/2023 15:26	306	19.59	Utility Bills	UPI	0
5127	2/1/2023 15:26	483	74.86	Restaurants	UPI	0
5128	2/1/2023 15:28	233	69.75	Restaurants	UPI	0
5129	2/1/2023 15:28	483	86.83	Utility Bills	Debit Card	0
5130	2/1/2023 15:30	288	20.31	Utility Bills	Credit Card	0
5131	2/1/2023 15:31	233	119.83	Medical	Credit Card	0
5132	2/1/2023 15:32	292	43.26	Electronics	Credit Card	0
5133	2/1/2023 15:34	10	13.73	Electronics	Credit Card	0
5134	2/1/2023 15:35	332	41.24	Utility Bills	Debit Card	0
5135	2/1/2023 15:35	147	116.49	Grocery	Credit Card	1
5136	2/1/2023 15:35	287	70.19	Travel	Credit Card	0
5137	2/1/2023 15:36	15	14.51	Restaurants	UPI	0
5138	2/1/2023 15:38	332	45.23	Fashion	Debit Card	0
5139	2/1/2023 15:40	153	24.55	Electronics	UPI	0
5140	2/1/2023 15:42	95	37.91	Fashion	UPI	0
5141	2/1/2023 15:43	102	29.72	Grocery	NetBanking	0
5142	2/1/2023 15:43	79	71.3	Travel	UPI	0
5143	2/1/2023 15:44	261	52.04	Restaurants	UPI	0
5144	2/1/2023 15:47	382	40.13	Utility Bills	UPI	0
5145	2/1/2023 15:53	9	68.42	Travel	UPI	0
5146	2/1/2023 15:58	203	30.39	Travel	NetBanking	0
5147	2/1/2023 15:58	426	29.81	Utility Bills	Credit Card	0
5148	2/1/2023 16:01	245	12.57	Fuel	Credit Card	0
5149	2/1/2023 16:02	457	75.53	Fashion	Debit Card	0
5150	2/1/2023 16:06	367	65.4	Grocery	UPI	0
5151	2/1/2023 16:11	475	110.64	Medical	Credit Card	0
5152	2/1/2023 16:12	218	98.6	Grocery	UPI	0
5153	2/1/2023 16:14	298	11.6	Grocery	Credit Card	0
5154	2/1/2023 16:14	231	43.07	Utility Bills	Credit Card	0
5155	2/1/2023 16:16	298	18.2	Electronics	Debit Card	0
5156	2/1/2023 16:18	250	32.84	Fashion	UPI	0
5157	2/1/2023 16:19	228	105.93	Restaurants	UPI	0
5158	2/1/2023 16:20	445	29.54	Utility Bills	NetBanking	0
5159	2/1/2023 16:22	68	56.65	Restaurants	UPI	0
5160	2/1/2023 16:26	3	30.4	Electronics	NetBanking	0
5161	2/1/2023 16:27	404	57.1	Medical	UPI	0
5162	2/1/2023 16:28	217	58.07	Utility Bills	UPI	0
5163	2/1/2023 16:31	329	69.66	Utility Bills	Credit Card	0
5164	2/1/2023 16:31	349	40.72	Fuel	Credit Card	0
5165	2/1/2023 16:31	262	705.16	Grocery	Credit Card	0
5166	2/1/2023 16:32	145	42.6	Fashion	UPI	0
5167	2/1/2023 16:33	407	15.14	Restaurants	UPI	0
5168	2/1/2023 16:35	34	64.42	Electronics	UPI	0
5169	2/1/2023 16:36	180	21.31	Utility Bills	UPI	0
5170	2/1/2023 16:36	150	97.23	Fuel	Credit Card	0
5171	2/1/2023 16:37	130	18.14	Fuel	UPI	0
5172	2/1/2023 16:40	119	48.52	Grocery	Credit Card	0
5173	2/1/2023 16:44	174	47.75	Fashion	Credit Card	0
5174	2/1/2023 16:46	231	42.79	Electronics	Credit Card	0
5175	2/1/2023 16:48	5	15.38	Utility Bills	UPI	0
5176	2/1/2023 16:49	332	63.48	Fashion	UPI	0
5177	2/1/2023 16:50	158	50.37	Fashion	Debit Card	0
5178	2/1/2023 16:52	248	93.2	Medical	UPI	0
5179	2/1/2023 16:53	231	45.59	Fuel	Credit Card	0
5180	2/1/2023 16:54	124	35.79	Restaurants	UPI	0
5181	2/1/2023 16:55	276	12.37	Medical	NetBanking	0
5182	2/1/2023 16:57	379	10.74	Fashion	Credit Card	0
5183	2/1/2023 16:57	443	54.38	Utility Bills	Credit Card	0
5184	2/1/2023 16:58	388	56.24	Utility Bills	UPI	0
5185	2/1/2023 16:58	393	33.05	Restaurants	UPI	0
5186	2/1/2023 16:59	81	18.66	Restaurants	UPI	0
5187	2/1/2023 17:00	413	44.06	Restaurants	Credit Card	0
5188	2/1/2023 17:01	32	55.53	Utility Bills	UPI	0
5189	2/1/2023 17:03	15	26.26	Fashion	Credit Card	0
5190	2/1/2023 17:11	178	86.54	Grocery	UPI	0
5191	2/1/2023 17:11	27	140.81	Fuel	NetBanking	0
5192	2/1/2023 17:12	79	12.79	Utility Bills	UPI	0
5193	2/1/2023 17:15	202	12.29	Travel	UPI	0
5194	2/1/2023 17:15	133	48.27	Grocery	UPI	0
5195	2/1/2023 17:19	301	119.31	Fuel	NetBanking	0
5196	2/1/2023 17:19	139	21.03	Fashion	UPI	0
5197	2/1/2023 17:21	137	14.88	Restaurants	UPI	0
5198	2/1/2023 17:22	261	50.23	Travel	UPI	0
5199	2/1/2023 17:22	150	51.48	Medical	Debit Card	0
5200	2/1/2023 17:25	302	39.28	Utility Bills	Credit Card	0
5201	2/1/2023 17:28	108	161.29	Restaurants	Credit Card	0
5202	2/1/2023 17:30	60	42.71	Utility Bills	UPI	0
5203	2/22/2023 22:03	490	66.73	Restaurants	UPI	0
5204	2/1/2023 17:32	356	24.12	Grocery	UPI	1
5205	2/1/2023 17:33	139	12.12	Fashion	Debit Card	0
5206	1/19/2023 14:25	419	157.42	Electronics	NetBanking	0
5207	2/1/2023 17:37	147	22.45	Fashion	Debit Card	0
5208	2/1/2023 17:37	395	12.81	Grocery	Debit Card	0
5209	2/1/2023 17:37	139	47.71	Fashion	Credit Card	0
5210	2/1/2023 17:37	429	145.58	Fuel	UPI	0
5211	2/1/2023 17:40	287	36.39	Restaurants	UPI	0
5212	2/1/2023 17:42	231	78.4	Travel	Credit Card	0
5213	2/1/2023 17:47	261	31.61	Fuel	NetBanking	0
5214	2/1/2023 17:48	215	34.72	Fashion	NetBanking	0
5215	2/1/2023 17:48	349	26.56	Fashion	Debit Card	0
5216	2/1/2023 17:48	313	25.01	Restaurants	UPI	0
5217	2/1/2023 17:51	293	51.02	Medical	Debit Card	0
5218	2/1/2023 17:59	456	16.92	Fashion	UPI	0
5219	2/1/2023 18:00	496	13.2	Medical	NetBanking	0
5220	2/1/2023 18:01	192	57.62	Travel	UPI	0
5221	2/1/2023 18:02	7	30.18	Fuel	NetBanking	0
5222	2/1/2023 18:02	160	30.42	Travel	UPI	0
5223	2/1/2023 18:04	223	97.96	Medical	Debit Card	0
5224	2/1/2023 18:04	106	80.92	Medical	Credit Card	0
5225	2/1/2023 18:07	477	58.09	Utility Bills	Credit Card	0
5226	2/1/2023 18:08	108	161.15	Fashion	NetBanking	0
5227	2/1/2023 18:08	315	11.48	Utility Bills	Debit Card	0
5228	2/1/2023 18:08	439	66.64	Fuel	Debit Card	0
5229	2/1/2023 18:10	366	15.99	Electronics	UPI	0
5230	2/1/2023 18:12	298	33.81	Grocery	UPI	0
5231	2/1/2023 18:14	339	192.37	Electronics	Credit Card	0
5232	1/14/2023 12:05	212	39.65	Utility Bills	Credit Card	0
5233	2/1/2023 18:16	79	12.07	Grocery	UPI	0
5234	2/1/2023 18:18	456	23.6	Fuel	Credit Card	0
5235	2/26/2023 9:36	401	16.18	Restaurants	UPI	0
5236	2/1/2023 18:19	247	11.53	Electronics	UPI	0
5237	2/1/2023 18:20	49	78.62	Utility Bills	UPI	0
5238	2/1/2023 18:22	345	15.06	Utility Bills	UPI	0
5239	2/1/2023 18:24	307	10.14	Grocery	Debit Card	0
5240	2/1/2023 18:25	262	11.17	Fuel	Credit Card	0
5241	2/1/2023 18:26	286	118.51	Travel	UPI	0
5242	2/1/2023 18:28	214	21.14	Travel	NetBanking	0
5243	2/1/2023 18:30	208	75.93	Fashion	UPI	0
5244	2/1/2023 18:34	491	10	Fuel	UPI	0
5245	2/1/2023 18:36	42	47.03	Restaurants	NetBanking	0
5246	2/1/2023 18:37	26	19.86	Fashion	Debit Card	0
5247	2/1/2023 18:42	9	71.26	Utility Bills	NetBanking	0
5248	2/1/2023 18:44	46	47.13	Grocery	Debit Card	0
5249	2/1/2023 18:45	231	21.06	Grocery	NetBanking	0
5250	2/1/2023 18:46	208	28.91	Fuel	UPI	0
5251	2/1/2023 18:47	387	51.75	Utility Bills	Credit Card	0
5252	2/1/2023 18:49	179	14.21	Restaurants	UPI	0
5253	2/1/2023 18:49	349	76.54	Utility Bills	Debit Card	0
5254	2/1/2023 18:50	174	28.81	Fuel	NetBanking	0
5255	2/1/2023 18:54	67	96.35	Fuel	UPI	0
5256	2/1/2023 18:56	233	11.25	Grocery	Credit Card	0
5257	2/1/2023 18:58	409	25.08	Grocery	Debit Card	1
5258	2/1/2023 18:58	424	13.1	Grocery	Debit Card	0
5259	2/1/2023 18:58	243	20.61	Utility Bills	UPI	0
5260	2/1/2023 18:59	403	35.56	Utility Bills	UPI	0
5261	2/1/2023 19:00	37	13.36	Fashion	Debit Card	0
5262	2/1/2023 19:01	27	20.92	Utility Bills	UPI	0
5263	2/1/2023 19:01	258	45.73	Travel	Credit Card	0
5264	2/1/2023 19:02	459	33.38	Restaurants	Credit Card	0
5265	2/1/2023 19:04	147	29.32	Fashion	UPI	0
5266	2/1/2023 19:06	70	53.05	Utility Bills	UPI	1
5267	2/1/2023 19:07	9	37.97	Utility Bills	Debit Card	0
5268	2/1/2023 19:08	324	29.11	Electronics	UPI	0
5269	2/1/2023 19:09	250	122.26	Utility Bills	NetBanking	0
5270	1/5/2023 12:19	107	23.51	Grocery	Credit Card	0
5271	2/1/2023 19:11	271	68.75	Fuel	Debit Card	0
5272	2/1/2023 19:11	233	42.17	Utility Bills	UPI	0
5273	2/1/2023 19:12	492	37.5	Medical	UPI	0
5274	2/1/2023 19:14	68	20.73	Travel	UPI	0
5275	2/1/2023 19:14	332	11.04	Utility Bills	UPI	0
5276	2/1/2023 19:15	493	35.75	Grocery	UPI	0
5277	2/1/2023 19:17	449	74.77	Grocery	Debit Card	0
5278	2/1/2023 19:24	189	21.6	Grocery	Credit Card	0
5279	2/1/2023 19:24	173	65.71	Electronics	Debit Card	0
5280	2/1/2023 19:24	450	33.23	Grocery	UPI	0
5281	2/1/2023 19:25	494	33.71	Medical	Credit Card	0
5282	2/1/2023 19:28	233	29.88	Utility Bills	UPI	0
5283	2/1/2023 19:29	181	20.82	Utility Bills	UPI	0
5284	2/1/2023 19:30	306	56.47	Grocery	Credit Card	0
5285	2/1/2023 19:30	229	10	Fuel	UPI	0
5286	2/1/2023 19:31	256	59.78	Restaurants	Credit Card	0
5287	2/1/2023 19:32	148	47.79	Electronics	UPI	0
5288	2/1/2023 19:32	315	11.58	Utility Bills	Credit Card	0
5289	2/1/2023 19:33	83	24.9	Fashion	UPI	0
5290	2/1/2023 19:36	240	24.92	Electronics	Credit Card	0
5291	2/1/2023 19:36	277	62.05	Utility Bills	UPI	0
5292	2/1/2023 19:36	458	71.6	Medical	UPI	0
5293	2/1/2023 19:37	437	27.1	Fashion	NetBanking	0
5294	2/1/2023 19:37	445	16.12	Travel	UPI	0
5295	2/1/2023 19:39	474	116.31	Restaurants	UPI	0
5296	2/1/2023 19:42	189	21.03	Restaurants	Debit Card	0
5297	2/1/2023 19:43	208	64.09	Grocery	UPI	0
5298	2/1/2023 19:46	145	12.8	Fuel	UPI	0
5299	2/1/2023 19:48	349	86.5	Fuel	UPI	0
5300	2/1/2023 19:49	212	52.9	Restaurants	Credit Card	0
5301	2/1/2023 19:50	261	10.45	Fuel	UPI	0
5302	2/1/2023 19:51	285	22.09	Fashion	Debit Card	0
5303	2/1/2023 19:51	94	66.55	Fuel	UPI	0
5304	2/1/2023 19:53	375	10	Fuel	UPI	0
5305	2/1/2023 19:54	209	34.8	Restaurants	UPI	0
5306	2/1/2023 19:57	96	53.14	Grocery	UPI	0
5307	2/1/2023 19:57	81	26.05	Fashion	Credit Card	0
5308	2/1/2023 19:58	262	28.38	Fashion	Credit Card	0
5309	2/1/2023 20:00	298	71.33	Fuel	UPI	0
5310	2/1/2023 20:01	477	10	Fuel	Credit Card	0
5311	2/1/2023 20:05	160	15.56	Grocery	Debit Card	0
5312	2/1/2023 20:13	40	161.6	Fashion	Credit Card	0
5313	2/1/2023 20:14	313	202.42	Grocery	UPI	0
5314	2/1/2023 20:15	392	300.87	Electronics	Debit Card	0
5315	2/1/2023 20:18	165	28.58	Restaurants	UPI	0
5316	2/1/2023 20:19	197	52.42	Utility Bills	UPI	0
5317	2/1/2023 20:20	409	31.53	Grocery	Credit Card	0
5318	2/1/2023 20:25	379	11.94	Grocery	Credit Card	0
5319	2/1/2023 20:28	486	109.92	Grocery	Credit Card	0
5320	2/1/2023 20:30	230	38.04	Restaurants	Debit Card	0
5321	2/1/2023 20:34	429	211.06	Medical	UPI	0
5322	2/1/2023 20:35	47	13.9	Grocery	UPI	0
5323	2/1/2023 20:38	166	54.31	Medical	UPI	0
5324	2/28/2023 18:40	83	61.15	Fashion	NetBanking	0
5325	2/1/2023 20:41	403	88.41	Travel	UPI	0
5326	2/1/2023 20:45	366	35.12	Electronics	Credit Card	0
5327	2/1/2023 20:46	34	73.59	Travel	Credit Card	0
5328	2/1/2023 20:47	160	12.65	Restaurants	Debit Card	0
5329	2/1/2023 20:52	150	123.35	Fashion	Debit Card	0
5330	2/1/2023 20:53	139	11.83	Utility Bills	Credit Card	0
5331	2/1/2023 20:53	411	37.08	Fuel	UPI	0
5332	2/1/2023 20:53	320	12.46	Travel	Credit Card	0
5333	2/1/2023 20:55	208	10	Utility Bills	Credit Card	0
5334	2/1/2023 20:56	371	132.31	Grocery	UPI	0
5335	2/1/2023 20:57	376	200.22	Grocery	Debit Card	0
5336	2/1/2023 20:58	307	10	Utility Bills	UPI	0
5337	2/1/2023 21:01	184	19.23	Electronics	UPI	0
5338	2/1/2023 21:03	494	86.32	Medical	UPI	0
5339	2/1/2023 21:07	339	53.65	Electronics	UPI	0
5340	2/1/2023 21:10	307	46.48	Electronics	UPI	0
5341	2/1/2023 21:12	305	34.9	Utility Bills	Debit Card	0
5342	2/1/2023 21:12	416	42.31	Electronics	Debit Card	0
5343	2/1/2023 21:13	233	67.87	Fashion	Credit Card	0
5344	2/1/2023 21:18	382	79.89	Fuel	Credit Card	0
5345	2/1/2023 21:20	101	64.14	Utility Bills	UPI	0
5346	2/1/2023 21:21	243	86.08	Restaurants	UPI	0
5347	2/1/2023 21:25	37	80.46	Electronics	UPI	0
5348	2/1/2023 21:25	126	18.04	Fashion	Credit Card	0
5349	2/1/2023 21:28	457	79.19	Medical	UPI	0
5350	2/1/2023 21:29	160	14.46	Medical	UPI	0
5351	2/1/2023 21:29	362	14.1	Electronics	UPI	0
5352	2/1/2023 21:30	178	52.24	Restaurants	Debit Card	0
5353	2/1/2023 21:30	148	80.83	Travel	UPI	0
5354	2/1/2023 21:32	70	29.04	Fashion	UPI	0
5355	2/1/2023 21:37	464	115.88	Fashion	Credit Card	0
5356	2/19/2023 9:54	382	101.36	Fashion	UPI	0
5357	2/1/2023 21:40	302	73.86	Fashion	UPI	0
5358	2/1/2023 21:40	205	53.96	Restaurants	UPI	0
5359	2/1/2023 21:45	147	14.99	Restaurants	NetBanking	0
5360	2/1/2023 21:47	219	22.44	Fashion	Debit Card	0
5361	2/1/2023 21:48	349	14.99	Fashion	UPI	0
5362	2/1/2023 21:49	164	13.13	Travel	NetBanking	0
5363	2/1/2023 21:51	109	44.5	Medical	UPI	0
5364	2/1/2023 21:52	7	52.18	Utility Bills	UPI	0
5365	2/14/2023 13:22	211	91.54	Fuel	UPI	0
5366	2/2/2023 9:32	252	12.95	Electronics	Debit Card	0
5367	2/2/2023 9:40	208	14.88	Utility Bills	Credit Card	0
5368	2/2/2023 9:41	402	21.63	Restaurants	UPI	0
5369	2/2/2023 9:42	372	33.46	Fuel	UPI	0
5370	2/2/2023 9:50	181	10	Grocery	Debit Card	0
5371	2/2/2023 9:56	409	31.36	Electronics	Credit Card	0
5372	2/2/2023 10:19	218	66.28	Travel	Credit Card	0
5373	2/2/2023 10:22	307	22.86	Fuel	UPI	0
5374	2/2/2023 10:22	174	13.52	Electronics	Credit Card	0
5375	2/2/2023 10:33	147	73.55	Grocery	UPI	0
5376	2/2/2023 10:48	373	19.2	Fashion	NetBanking	0
5377	2/2/2023 10:50	231	17.04	Fashion	Debit Card	0
5378	2/2/2023 10:52	408	75.59	Fashion	NetBanking	0
5379	2/2/2023 10:59	433	12.78	Electronics	UPI	0
5380	2/2/2023 10:59	81	26.98	Electronics	Debit Card	0
5381	2/2/2023 11:10	275	40.19	Restaurants	Debit Card	0
5382	2/2/2023 11:27	208	108.02	Restaurants	Debit Card	0
5383	2/2/2023 11:48	421	92.2	Fuel	Credit Card	0
5384	2/2/2023 11:49	108	61.91	Utility Bills	Credit Card	0
5385	2/2/2023 11:57	81	45.5	Fuel	UPI	0
5386	2/2/2023 12:26	31	55.21	Electronics	UPI	0
5387	2/2/2023 12:21	442	48.29	Electronics	Credit Card	0
5388	2/2/2023 12:30	499	62.89	Fuel	Debit Card	0
5389	2/2/2023 12:31	93	46.69	Travel	Credit Card	0
5390	2/2/2023 12:35	147	42.49	Utility Bills	UPI	0
5391	2/2/2023 12:43	148	41.43	Utility Bills	UPI	0
5392	2/27/2023 19:59	267	39.72	Grocery	Credit Card	0
5393	2/2/2023 12:52	179	17.59	Utility Bills	UPI	0
5394	2/2/2023 12:53	70	64.93	Fashion	NetBanking	0
5395	2/2/2023 13:01	302	23.88	Utility Bills	Credit Card	0
5396	2/2/2023 13:04	460	75.42	Medical	Credit Card	0
5397	2/2/2023 13:09	358	13.26	Utility Bills	Credit Card	0
5398	2/2/2023 13:13	268	69.01	Travel	Credit Card	0
5399	2/2/2023 13:27	423	42.91	Grocery	UPI	0
5400	2/2/2023 13:27	387	21.6	Travel	UPI	0
5401	2/2/2023 13:40	175	14.4	Fashion	Credit Card	0
5402	2/2/2023 13:43	126	46.43	Restaurants	Credit Card	0
5403	2/2/2023 13:44	46	14.48	Utility Bills	UPI	0
5404	2/2/2023 13:44	378	15.47	Utility Bills	NetBanking	0
5405	2/2/2023 13:45	313	55.45	Fuel	NetBanking	0
5406	2/2/2023 13:49	49	85.92	Grocery	Credit Card	0
5407	2/2/2023 13:51	306	11.68	Fashion	Credit Card	0
5408	2/2/2023 13:55	336	21.21	Electronics	Debit Card	1
5409	2/2/2023 14:02	369	64.06	Fashion	NetBanking	0
5410	2/2/2023 14:07	464	11	Restaurants	NetBanking	0
5411	2/2/2023 14:11	147	51.99	Restaurants	UPI	0
5412	2/5/2023 20:44	381	73.98	Electronics	NetBanking	0
5413	2/2/2023 14:22	477	16.61	Fashion	UPI	0
5414	2/24/2023 17:23	331	56.76	Grocery	Debit Card	0
5415	2/2/2023 14:44	178	33.87	Restaurants	UPI	0
5416	2/2/2023 14:49	150	28.7	Fuel	Credit Card	0
5417	2/2/2023 14:56	108	56.35	Electronics	Debit Card	0
5418	2/2/2023 15:14	145	44.54	Medical	Debit Card	0
5419	2/2/2023 15:18	446	74.07	Grocery	UPI	0
5420	2/2/2023 15:21	36	28.89	Grocery	UPI	0
5421	2/2/2023 15:31	94	11.19	Electronics	UPI	0
5422	2/2/2023 15:31	49	32.49	Restaurants	Debit Card	0
5423	2/2/2023 15:35	26	31.67	Grocery	Debit Card	0
5424	2/2/2023 15:38	165	17.43	Grocery	NetBanking	0
5425	2/2/2023 15:40	349	71.64	Grocery	Credit Card	0
5426	2/2/2023 15:40	178	167.41	Medical	Credit Card	0
5427	2/2/2023 15:42	178	21.28	Fashion	UPI	0
5428	2/2/2023 15:43	315	17.62	Travel	NetBanking	0
5429	2/2/2023 15:52	494	115.87	Grocery	Debit Card	0
5430	2/2/2023 15:57	165	92.32	Electronics	UPI	0
5431	2/2/2023 16:08	257	96.84	Electronics	Credit Card	0
5432	2/2/2023 16:12	136	16.82	Utility Bills	NetBanking	0
5433	2/2/2023 16:14	178	118.01	Medical	NetBanking	0
5434	2/2/2023 16:17	150	47.73	Grocery	Debit Card	0
5435	2/2/2023 16:23	387	31.61	Fuel	Debit Card	0
5436	2/2/2023 16:23	183	10.26	Grocery	UPI	0
5437	2/2/2023 16:30	339	86.9	Fuel	Credit Card	0
5438	2/2/2023 16:40	446	365	Travel	Credit Card	0
5439	2/2/2023 16:46	165	184.79	Travel	Debit Card	0
5440	2/2/2023 16:54	81	58.16	Fuel	Credit Card	0
5441	2/2/2023 16:58	166	157.64	Fashion	NetBanking	0
5442	2/2/2023 17:04	163	44.03	Utility Bills	NetBanking	0
5443	2/2/2023 17:07	295	29	Electronics	UPI	0
5444	2/2/2023 17:09	245	14.21	Utility Bills	Debit Card	0
5445	2/2/2023 17:33	287	41.18	Restaurants	Debit Card	0
5446	2/2/2023 17:33	260	27.48	Restaurants	Credit Card	0
5447	2/2/2023 17:34	179	32.25	Restaurants	UPI	0
5448	2/2/2023 17:35	26	26.57	Fashion	Debit Card	0
5449	2/2/2023 17:40	113	24.92	Electronics	Debit Card	0
5450	2/2/2023 17:40	111	90.89	Travel	UPI	0
5451	2/2/2023 17:40	456	44.97	Electronics	NetBanking	0
5452	2/2/2023 17:41	469	51.79	Fashion	Debit Card	0
5453	2/2/2023 17:47	202	15.59	Fashion	UPI	0
5454	2/2/2023 17:48	461	36.85	Restaurants	UPI	0
5455	1/10/2023 14:11	110	15.14	Medical	UPI	0
5456	2/2/2023 17:54	233	33.41	Restaurants	Debit Card	0
5457	2/2/2023 17:56	101	31.69	Electronics	UPI	0
5458	2/2/2023 17:58	256	13.98	Restaurants	UPI	0
5459	2/2/2023 18:03	485	33.35	Utility Bills	Credit Card	0
5460	2/2/2023 18:14	102	41.08	Grocery	UPI	0
5461	2/2/2023 18:15	423	51.52	Utility Bills	Credit Card	0
5462	2/2/2023 18:21	432	45.85	Fuel	Debit Card	0
5463	2/2/2023 18:36	332	12.49	Fuel	UPI	0
5464	2/2/2023 18:45	181	56.98	Utility Bills	Credit Card	0
5465	2/2/2023 18:48	247	53.14	Fuel	Debit Card	0
5466	2/2/2023 18:48	27	15.24	Restaurants	UPI	0
5467	2/2/2023 19:03	432	38.42	Electronics	Credit Card	0
5468	2/2/2023 19:10	423	36.28	Utility Bills	Debit Card	0
5469	2/2/2023 19:15	70	16.66	Electronics	UPI	0
5470	2/2/2023 19:17	235	10.06	Restaurants	NetBanking	0
5471	2/2/2023 19:24	432	13.24	Electronics	Debit Card	0
5472	2/2/2023 19:25	465	27.52	Grocery	Credit Card	0
5473	2/2/2023 19:26	358	125.5	Restaurants	UPI	0
5474	2/2/2023 19:30	15	26.62	Grocery	Credit Card	0
5475	2/2/2023 19:30	187	33.28	Grocery	Debit Card	0
5476	2/2/2023 19:31	187	20.73	Utility Bills	UPI	0
5477	2/2/2023 19:36	406	37.38	Grocery	Credit Card	1
